LotArea	OverallQual	YearBuilt	RoofStyle	CentralAir	SalePrice
7314	7	2007	Gable	Y	194500
11475	5	1958	Gable	Y	110000
6240	4	1925	Gable	Y	103000
5389	8	1995	Gable	Y	236500
9590	7	2003	Gable	Y	187500
11404	7	1998	Gable	Y	222500
10000	5	1961	Hip	Y	131400
8978	5	1968	Gable	Y	108000
10800	7	1914	Gable	N	163000
8544	3	1950	Gable	N	93500
10463	8	2005	Gable	Y	239900
10800	5	1987	Gable	Y	179000
9313	7	2004	Gable	Y	190000
9600	5	1910	Gable	Y	132000
6768	6	1961	Hip	Y	142000
8450	7	2000	Gable	Y	179000
12886	5	1963	Gable	Y	175000
5395	8	1993	Gable	Y	180000
8963	8	1976	Hip	Y	299800
8795	7	2000	Gable	Y	236000
11700	7	1880	Mansard	N	265979
10593	7	1996	Hip	Y	260400
8405	4	1945	Gable	N	98000
8800	4	1910	Gable	Y	96500
7750	7	2003	Gable	Y	162000
9236	6	1997	Gable	Y	217000
10240	8	2005	Gable	Y	275500
7930	6	1969	Gable	Y	156000
3230	6	1999	Gable	Y	172500
10769	8	2007	Gable	Y	212000
11616	6	1978	Hip	Y	158900
2280	7	1999	Gable	Y	179400
12257	8	1995	Gable	Y	290000
9100	6	1959	Hip	Y	127500
6911	5	1924	Gable	Y	100000
8640	7	2009	Gable	Y	215200
9430	8	1999	Gable	Y	337000
9549	8	1995	Hip	Y	270000
14587	9	2008	Gable	Y	264132
10421	7	1988	Gable	Y	196500
12508	6	1940	Gable	Y	160000
9100	7	2004	Hip	Y	216837
53504	8	2003	Hip	Y	538000
7252	5	1982	Hip	Y	134900
8877	4	1951	Gable	Y	102000
7819	6	1976	Gable	Y	107000
10150	5	1958	Gable	Y	114500
14226	8	2006	Hip	Y	395000
4500	6	1998	Hip	Y	162000
11210	7	2005	Gable	Y	221500
13350	5	1974	Hip	Y	142500
8400	5	1977	Gable	Y	144000
10530	6	1977	Gable	Y	135000
7875	7	1995	Gable	Y	176000
7153	6	1992	Gable	Y	175900
16285	7	2001	Gable	Y	187100
9101	5	1978	Gable	Y	165500
6300	6	1914	Gable	Y	128000
9790	6	1967	Gable	Y	161500
10800	5	1915	Gable	Y	139000
10142	7	2004	Gable	Y	233000
6000	4	1954	Gable	Y	107900
12205	6	1966	Gable	Y	187500
3182	7	2005	Gable	Y	160200
11333	6	1976	Gable	Y	146800
9920	7	1996	Gable	Y	269790
9158	8	2007	Gable	Y	225000
10832	7	1994	Gable	Y	194500
8400	6	1980	Gable	Y	171000
8197	6	1977	Gable	Y	143500
7677	5	1953	Gable	Y	110000
13518	9	2008	Hip	Y	485000
7200	5	1937	Gable	Y	175000
12798	6	1997	Gable	Y	200000
4800	4	1916	Gable	Y	109900
8199	7	2005	Gable	Y	189000
13891	9	2008	Hip	Y	582933
9000	5	1954	Gable	Y	118000
12274	7	2008	Gable	Y	227680
9750	5	1967	Gable	Y	135500
21384	5	1923	Gable	Y	223500
13400	5	1966	Gable	Y	159950
8100	5	1898	Hip	N	106000
10140	6	1974	Hip	Y	181000
4438	6	2004	Gable	Y	144500
8712	5	1952	Hip	N	55993
9750	6	1958	Gable	Y	157900
8248	5	1918	Gable	Y	116000
12137	7	1998	Gable	Y	224900
11425	5	1954	Gable	Y	137000
13265	8	2002	Hip	Y	271000
8816	6	1971	Gable	Y	155000
6371	7	2009	Gable	Y	224000
7226	7	2003	Gable	Y	183000
6000	4	1953	Gable	N	93000
12394	7	2003	Gable	Y	225000
9900	6	1940	Gable	Y	139500
11216	8	2006	Gable	Y	232600
14803	10	2007	Hip	Y	385000
6130	5	1924	Gable	Y	109500
8529	7	2001	Gable	Y	189000
28698	5	1967	Flat	Y	185000
2544	7	2005	Gable	Y	147400
11900	6	1957	Gable	Y	166000
3180	7	2005	Gable	Y	151000
9548	7	2003	Gable	Y	237000
10004	6	1964	Gable	Y	167000
7875	5	1961	Gable	Y	139950
9600	4	1950	Gable	Y	128000
8100	5	1948	Gable	Y	153500
1680	6	1973	Gable	Y	100000
9525	5	1995	Gable	Y	144000
11767	5	1946	Gable	Y	130500
12155	6	1925	Gable	N	140000
10440	5	1904	Gable	Y	157500
9020	6	1966	Gable	Y	174900
8000	5	1961	Gable	N	141000
12665	5	1915	Gable	Y	153900
16647	5	1975	Gable	Y	171000
9317	7	1993	Gable	Y	213000
15523	5	1972	Gable	Y	133500
45600	6	1908	Gable	Y	240000
9600	6	1976	Hip	Y	187000
4435	6	2003	Gable	Y	131500
3196	8	2003	Gable	Y	215000
7128	7	1941	Gable	Y	164000
12095	6	1964	Gable	Y	158000
17920	5	1955	Hip	Y	170000
6897	5	1962	Gable	Y	127000
10970	6	1978	Gable	Y	147000
8125	6	1994	Gable	Y	174000
10400	7	1976	Gable	Y	152000
11029	6	1968	Gable	Y	250000
7642	7	1918	Gable	Y	189950
11625	5	1965	Hip	Y	131500
9672	6	1984	Hip	Y	152000
7931	5	1959	Hip	Y	132500
8640	7	2007	Gable	Y	250580
8750	5	1970	Gable	Y	148500
10656	8	2006	Gable	Y	248900
6970	4	1961	Gable	Y	129000
14762	5	1948	Gable	Y	169000
9938	7	1993	Gable	Y	236000
6600	5	1962	Hip	N	109500
8750	6	1998	Gable	Y	200500
8892	5	1953	Gable	Y	116000
12144	5	1949	Gable	Y	133000
5720	5	1941	Gable	Y	66500
9000	8	2007	Gable	Y	303477
25286	4	1963	Gable	Y	132250
8834	9	2004	Hip	Y	350000
11782	5	1961	Gable	Y	148000
7000	5	1978	Gable	Y	136500
7024	5	2005	Gable	Y	157000
13758	7	1990	Gable	Y	187500
9636	6	1992	Gable	Y	178000
6204	4	1912	Gable	N	118500
7150	5	1967	Gable	Y	100000
5119	9	1999	Gable	Y	328900
8393	5	1959	Gable	Y	145000
16466	5	1955	Gable	Y	135500
15865	8	1970	Flat	Y	268000
12160	6	1953	Hip	Y	149500
8064	5	1949	Gable	Y	122900
11184	6	1978	Hip	Y	172500
8414	6	1963	Hip	Y	154500
13284	5	1954	Gable	Y	165000
7018	5	1979	Gable	Y	118858
7056	6	1963	Hip	Y	140000
8765	4	1936	Gable	N	106500
7018	5	1979	Gable	Y	142953
12919	9	2009	Hip	Y	611657
6993	5	1961	Gable	Y	135000
7340	4	1971	Gable	Y	110000
8712	5	1957	Hip	Y	153000
7875	7	2003	Gable	Y	180000
14859	7	2006	Hip	Y	240000
6173	5	1967	Gable	Y	125500
9920	5	1954	Gable	Y	128000
13501	8	2006	Gable	Y	255000
11500	7	1936	Gable	Y	250000
8885	5	1983	Gable	Y	131000
12589	6	2005	Gable	Y	174000
11600	5	1960	Gable	Y	154300
9286	5	1977	Gable	Y	143500
6120	5	1925	Gable	N	88000
6270	5	1949	Gable	N	145000
3000	6	2009	Gable	Y	173733
2001	4	1970	Gable	Y	75000
9000	2	1949	Gable	N	35311
17140	4	1956	Gable	Y	135000
13125	7	1991	Gable	Y	238000
11029	6	1958	Hip	Y	176500
8462	6	1994	Gable	Y	201000
8777	5	1900	Gable	Y	145900
10237	6	2005	Gable	Y	169990
8012	6	1993	Gable	Y	193000
10240	6	1980	Gable	Y	207500
15611	5	1977	Gable	Y	175000
11999	8	2003	Hip	Y	285000
9900	7	1968	Gable	Y	176000
11838	8	2001	Hip	Y	236500
13006	7	1997	Gable	Y	222000
8925	8	2007	Gable	Y	201000
9100	5	1965	Gable	Y	117500
11670	9	2006	Hip	Y	320000
8487	7	2004	Gable	Y	190000
27650	7	1960	Flat	Y	242000
5825	4	1926	Gable	Y	79900
10083	7	2003	Gable	Y	184900
9675	7	2005	Gable	Y	253000
8760	7	2006	Gable	Y	239799
24090	7	1940	Gable	Y	244400
12640	6	1976	Gable	Y	150900
8755	7	1999	Gable	Y	214000
7711	4	1977	Gable	Y	150000
25000	5	1967	Gable	Y	143000
14375	6	1958	Gable	Y	137500
8820	5	1890	Hip	Y	124900
8163	5	1959	Gable	Y	143000
14536	8	2002	Hip	Y	270000
14006	7	2002	Gable	Y	192500
9360	6	1972	Hip	Y	197500
7200	5	1950	Gable	Y	129000
7800	5	1965	Gable	Y	119900
7200	5	1972	Gable	Y	133900
11075	5	1969	Gable	Y	172000
9400	6	1975	Flat	Y	127500
7136	6	1946	Gable	N	145000
1300	6	1980	Gable	Y	124000
7420	5	1962	Hip	Y	132000
8450	7	2003	Gable	Y	185000
2572	7	1999	Hip	Y	155000
7207	5	1958	Gable	Y	116500
12227	6	1977	Gable	Y	272000
2308	6	1976	Gable	Y	155000
11923	9	2007	Gable	Y	239000
11316	7	2002	Gable	Y	214900
10237	6	2005	Gable	Y	178900
9600	5	1940	Gable	Y	160000
7390	5	1955	Hip	Y	135000
5925	3	1910	Gable	N	37900
10382	6	1958	Hip	Y	140000
10800	4	1949	Gable	N	135000
2268	7	2003	Gable	Y	173000
7892	6	1979	Gable	Y	99500
11639	7	2007	Gable	Y	182000
11414	7	1910	Gable	N	167500
2651	7	2000	Gable	Y	165000
5900	4	1923	Gable	Y	85500
4274	7	2006	Gable	Y	199900
9450	4	1954	Gable	Y	110000
8816	5	1963	Gable	Y	139000
12122	7	1961	Gable	Y	178400
12203	8	1998	Hip	Y	336000
3182	7	2007	Gable	Y	159895
11250	8	2002	Gable	Y	255900
10125	5	1977	Gable	Y	126000
10880	5	1950	Gable	N	125000
5310	6	1910	Hip	Y	117000
10159	9	2009	Hip	Y	395192
12046	6	1976	Gable	Y	195000
8125	7	2006	Gable	Y	197000
9452	8	1997	Gable	Y	348000
17671	8	1882	Gable	Y	168000
9760	6	1964	Hip	Y	187000
8846	6	2005	Gable	Y	173900
12456	10	2006	Hip	Y	337500
4712	4	1946	Gable	Y	121600
10659	5	1961	Hip	Y	136500
11717	6	1970	Hip	Y	185000
9786	3	1922	Hip	N	91000
6762	7	2006	Gable	Y	206000
10206	3	1952	Flat	N	82000
5400	5	1920	Gable	Y	86000
11957	8	2006	Gable	Y	232000
11500	5	1976	Gable	Y	136905
3182	7	2005	Gable	Y	181000
8385	5	1977	Gable	Y	149900
12155	6	1970	Gable	Y	163500
2217	4	1970	Gable	Y	88000
12118	7	2004	Hip	Y	240000
6000	5	1926	Gable	Y	102000
21286	5	1948	Gable	Y	135000
9825	5	1965	Hip	N	100000
10592	6	1923	Hip	Y	165000
7200	5	1910	Hip	N	85000
11664	6	1948	Gable	Y	119200
8400	8	2001	Gable	Y	227000
11883	7	1996	Hip	Y	203000
5814	8	1984	Gable	Y	187500
10784	7	1991	Gable	Y	160000
3013	7	2005	Gable	Y	213490
7024	4	2005	Gable	Y	176000
7406	7	2006	Gable	Y	194000
9439	5	1930	Gable	Y	87000
3182	7	2005	Gable	Y	191000
15498	8	1976	Hip	Y	287000
7700	5	1972	Gable	Y	112500
9300	5	1960	Gable	Y	167500
9520	8	2007	Gable	Y	293077
9492	5	1941	Gable	Y	105000
1680	6	1972	Gable	Y	118000
7082	5	1916	Gable	Y	160000
15863	7	1920	Gable	Y	197000
14541	8	1993	Gable	Y	310000
8125	7	2002	Gable	Y	230000
6305	5	1938	Gable	Y	119750
11500	4	1957	Gable	N	84000
12898	9	2007	Hip	Y	315500
9240	8	2001	Gable	Y	287000
1533	4	1970	Gable	Y	97000
1477	4	1970	Gable	Y	80000
13125	5	1957	Gable	Y	155000
9130	6	1966	Hip	Y	173000
5381	6	2005	Gable	Y	196000
11839	7	1990	Hip	Y	262280
9600	8	1981	Hip	Y	278000
13680	3	1955	Hip	Y	139600
16056	9	2005	Hip	Y	556581
9245	5	1994	Gable	Y	145000
21750	5	1960	Hip	Y	115000
11100	4	1946	Gable	Y	84900
8993	7	2007	Gable	Y	176485
11175	7	2007	Gable	Y	200141
9500	6	1964	Gable	Y	165000
8562	5	1957	Hip	Y	144500
11367	8	2002	Gable	Y	255000
11361	6	1976	Gable	Y	180000
7052	7	2005	Gable	Y	185850
29959	7	1994	Gable	Y	248000
11308	9	2008	Gable	Y	335000
11275	6	1932	Gable	Y	220000
4920	8	2001	Gable	Y	213500
18000	3	1935	Gable	Y	81000
13600	5	1900	Gable	N	90000
6000	6	1925	Gable	Y	110500
11000	5	1966	Gable	Y	154000
14000	7	1996	Gable	Y	328000
7837	6	1993	Gable	Y	178000
9760	6	1964	Gable	Y	167900
3964	6	1973	Gable	Y	151400
9600	5	1949	Gable	Y	135000
10152	5	1956	Hip	Y	135000
11700	6	1968	Gable	Y	154000
7585	5	1948	Gable	Y	91500
7950	6	1977	Hip	Y	159500
8556	7	2006	Gable	Y	194000
13125	7	1940	Gable	Y	219500
10800	5	1936	Gable	Y	170000
15870	5	1969	Gable	Y	138800
4435	6	2004	Gable	Y	155900
8775	5	1994	Gable	Y	126000
11040	6	1971	Gable	Y	145000
7500	5	1963	Gable	Y	133000
8749	7	2002	Gable	Y	192000
8800	6	1964	Hip	Y	160000
13031	6	1995	Gable	Y	187500
9069	6	1992	Gable	Y	147000
1974	4	1973	Gable	Y	83500
10574	8	2005	Gable	Y	252000
2522	7	2004	Gable	Y	137500
3316	8	2005	Gable	Y	197000
8544	3	1950	Gable	N	92900
2160	7	1999	Gable	Y	160000
8400	6	1925	Gable	Y	136500
9230	5	1965	Hip	Y	146000
5868	5	1956	Gable	Y	129000
9317	6	2006	Gable	Y	176432
6882	6	1914	Gable	Y	127000
3696	8	1986	Gable	Y	170000
6000	4	1936	Gable	Y	128000
11880	7	1978	Gable	Y	157000
8400	2	1920	Gable	N	60000
9758	5	1971	Gable	Y	119500
7000	5	1960	Gable	Y	135000
8910	6	1959	Hip	Y	159500
2016	5	1970	Gable	Y	106000
12256	8	1994	Gable	Y	325000
10357	7	1990	Hip	Y	179900
23257	7	2006	Gable	Y	274725
8063	6	2000	Gable	Y	181000
11362	8	2004	Gable	Y	280000
8000	6	1995	Gable	Y	188000
10480	7	1976	Hip	Y	205000
7100	5	1957	Gable	Y	129900
8923	5	1953	Gable	Y	134500
5400	5	1954	Gable	Y	117000
12085	8	2007	Hip	Y	318000
7750	8	2002	Hip	Y	184100
9764	5	1967	Gable	Y	130000
13825	5	1958	Gable	Y	140000
7560	5	1959	Gable	Y	133700
8263	6	1920	Gable	Y	118400
10084	7	2005	Gable	Y	212900
8926	4	1956	Gable	Y	112000
9405	5	1947	Hip	Y	118000
9125	7	1992	Gable	Y	163900
10434	4	1955	Gable	Y	115000
3684	7	2007	Hip	Y	174000
14572	7	2004	Hip	Y	259000
11796	7	2004	Gable	Y	215000
7200	5	1980	Gable	Y	140000
7804	4	1928	Gable	Y	135000
10712	5	1991	Gable	Y	93500
9900	6	1880	Gable	Y	117500
9828	8	1995	Gable	Y	239500
8773	6	1997	Gable	Y	169000
6180	6	1926	Gable	N	102000
9600	6	1950	Gable	Y	119000
6342	5	1875	Gable	N	94000
9819	6	1977	Gable	Y	196000
8731	5	1920	Gable	Y	144000
7350	5	1951	Gable	Y	139000
10304	5	1976	Gable	Y	197500
9965	8	2006	Hip	Y	424870
9000	5	1959	Gable	Y	80000
12180	4	1941	Gable	N	80000
6240	5	1928	Gable	Y	149000
11200	6	1985	Gable	Y	180000
12000	7	1941	Gable	Y	174500
5700	7	1926	Gable	Y	116900
9000	7	1920	Hip	Y	143000
8280	6	1950	Gable	Y	124000
17755	5	1959	Gable	Y	149900
14115	6	1956	Gable	Y	230000
5890	6	1930	Gable	Y	120500
13700	7	1965	Gable	Y	201800
10768	5	1976	Gable	Y	218000
9350	5	1965	Gable	Y	179900
5001	7	2007	Gable	Y	230000
11932	8	2007	Gable	Y	235128
9120	6	1974	Hip	Y	185000
2280	6	1978	Gable	Y	146000
14778	6	1954	Hip	Y	224000
8724	5	1968	Gable	Y	129000
12900	4	1969	Gable	Y	108959
16157	5	1978	Gable	Y	194000
9541	7	2009	Gable	Y	233170
10475	8	2008	Gable	Y	245350
10852	6	2000	Gable	Y	173000
13728	6	1935	Hip	Y	235000
35760	10	1995	Hip	Y	625000
9880	6	1977	Gable	Y	171000
9120	6	1958	Hip	Y	163000
4017	7	2006	Gable	Y	171900
18030	5	1946	Gable	Y	200500
16560	6	1932	Gable	Y	239000
10678	8	1992	Hip	Y	285000
6951	5	1984	Gable	Y	119500
3950	6	1926	Gable	Y	115000
7681	5	1921	Gable	Y	154900
8335	5	1954	Gable	Y	93000
11170	7	1990	Gable	Y	250000
5587	8	2008	Hip	Y	392500
15623	10	1996	Hip	Y	745000
10800	5	1920	Hip	Y	120000
35133	5	1963	Hip	Y	186700
9738	5	1924	Gable	Y	104900
10615	3	1900	Gable	Y	95000
12461	8	1994	Gable	Y	262000
8935	7	2002	Gable	Y	195000
7500	7	1999	Gable	Y	189000
32463	4	1961	Gable	Y	168000
2645	8	1999	Gable	Y	174000
9600	5	1925	Gambrel	Y	125000
4500	6	1999	Hip	Y	165000
9364	6	1969	Gable	Y	158000
8029	6	2005	Gable	Y	176000
14054	7	2006	Gable	Y	219210
8850	7	1916	Gable	Y	144000
9100	7	2001	Gable	Y	178000
11235	4	1963	Gable	Y	148000
9353	4	1970	Gable	Y	116050
10400	7	1998	Gable	Y	197900
6000	5	1925	Gable	Y	117000
9750	7	2000	Gable	Y	213000
10140	5	1975	Gable	Y	153500
14684	7	1990	Hip	Y	271900
8900	4	1966	Gable	Y	107000
9135	6	2003	Gable	Y	200000
7763	5	1962	Gable	Y	140000
10182	8	2006	Hip	Y	290000
11218	6	1992	Gable	Y	189000
12134	8	1988	Gable	Y	164000
9340	4	1941	Hip	Y	113000
10246	4	1965	Gable	Y	145000
10205	5	1962	Gable	Y	134500
7094	5	1966	Gable	Y	125000
8930	6	1978	Gable	Y	112000
8640	8	2009	Gable	Y	229456
6240	4	1947	Gable	N	80500
1680	6	1971	Gable	Y	91500
7800	5	1964	Gable	Y	115000
8250	5	1968	Hip	Y	134000
10496	6	1949	Gable	Y	143000
10680	5	1951	Hip	N	137900
15384	7	2004	Gable	Y	184000
10482	6	1958	Hip	Y	145000
14598	6	2007	Gable	Y	214000
8872	5	1965	Gable	Y	147000
8769	9	2008	Hip	Y	367294
7910	5	1960	Hip	Y	127000
18890	5	1977	Shed	Y	190000
7728	5	1962	Hip	Y	132500
9842	4	1962	Gable	Y	101800
12160	5	1959	Hip	Y	142000
8525	5	1911	Gable	N	130000
13132	5	1914	Gable	Y	138887
2628	7	2003	Gable	Y	175500
12393	7	2004	Gable	Y	195000
13072	6	2005	Gable	Y	142500
9037	8	2006	Hip	Y	265900
8158	7	2003	Gable	Y	224900
9849	7	2007	Hip	Y	248328
10625	7	1974	Gable	Y	170000
13891	10	2006	Gable	Y	465000
11435	8	1929	Gable	Y	230000
12090	6	1984	Hip	Y	178000
8125	7	2005	Gable	Y	186500
12328	6	1976	Gable	Y	169900
9600	6	1917	Gable	N	129500
7200	5	1950	Gable	Y	119000
11160	7	1968	Hip	Y	244000
3136	7	2003	Gable	Y	171750
9858	5	1968	Gable	Y	130000
17542	7	1974	Gable	Y	294000
6931	7	2003	Gable	Y	165400
6240	6	1931	Gable	Y	127500
14303	8	1994	Hip	Y	301500
4060	5	1922	Gable	Y	99900
9587	7	2005	Gable	Y	190000
9750	6	1969	Gable	Y	151000
24682	6	1999	Gable	Y	181000
9600	5	1956	Hip	Y	128900
11250	4	1957	Gable	Y	161500
13515	6	1919	Gambrel	Y	180500
4060	6	1998	Gable	Y	181000
3735	7	1999	Hip	Y	183900
10120	7	1910	Hip	N	122000
13214	9	2008	Hip	Y	378500
14100	8	1935	Gable	Y	381000
11344	5	1958	Gable	Y	144000
23595	7	1979	Shed	Y	260000
9156	6	1968	Hip	Y	185750
13526	5	1965	Hip	Y	137000
11512	6	1959	Gable	Y	177000
5362	5	1910	Gable	Y	139000
11345	5	1948	Gable	Y	137000
12936	6	1972	Gable	Y	162000
17871	6	1967	Gable	Y	197900
9473	8	2002	Gable	Y	237000
7500	4	1920	Gable	Y	68400
9808	7	2002	Gable	Y	227000
8049	7	1990	Hip	Y	180000
8800	5	1977	Gable	Y	150500
9400	6	1971	Mansard	Y	139000
9638	6	1919	Gable	Y	169000
6000	6	1939	Gable	Y	132500
9790	6	1963	Hip	Y	143000
36500	5	1964	Gable	Y	190000
5664	8	2000	Gable	Y	278000
11065	8	2006	Gable	Y	281000
14112	5	1964	Hip	Y	180500
1680	5	1972	Gable	Y	119500
6600	5	1892	Gable	N	107500
10140	7	1976	Gable	Y	162900
8172	5	1955	Hip	Y	115000
8400	5	1968	Hip	Y	138500
8700	5	1963	Hip	Y	155000
3675	6	2005	Gable	Y	140000
63887	10	2008	Hip	Y	160000
7500	5	1959	Hip	Y	154000
10762	7	1999	Gable	Y	225000
7500	6	1942	Gable	Y	177500
10120	8	1994	Hip	Y	290000
8688	7	2005	Gable	Y	232000
3363	7	2004	Gable	Y	130000
13173	9	2006	Hip	Y	325000
6955	7	2005	Gable	Y	202500
8072	5	1994	Gable	Y	138000
12000	5	1948	Gable	Y	147000
7153	6	1991	Gable	Y	179200
17500	7	1959	Gable	Y	335000
8814	7	2005	Gable	Y	203000
9572	8	1990	Gable	Y	302000
14774	9	1999	Gable	Y	333168
8190	4	1954	Hip	Y	119000
11075	6	1969	Gable	Y	206900
10226	8	2008	Gable	Y	295493
4230	7	2006	Gable	Y	208900
14781	8	2001	Hip	Y	275000
10215	4	1954	Hip	Y	111000
8400	6	1957	Hip	Y	156500
6627	3	1949	Hip	N	72500
10186	7	1992	Gable	Y	190000
5330	4	1940	Hip	Y	82500
9986	8	2006	Gable	Y	147000
3636	4	1922	Gable	N	55000
4270	3	1931	Gable	Y	79000
6600	5	1982	Gable	Y	130500
10440	6	1920	Gable	Y	256000
9084	7	1998	Hip	Y	176500
10000	8	2006	Hip	Y	227000
10780	5	1976	Gable	Y	132500
8877	4	1938	Gable	Y	100000
7200	5	1938	Gable	Y	125500
2368	5	1970	Gable	Y	125000
9650	6	1977	Gable	Y	167900
9246	5	1973	Gable	Y	135000
4118	4	1941	Gable	N	52500
13450	7	2002	Gable	Y	200000
9560	5	1972	Hip	Y	128500
8294	4	1971	Gable	Y	123000
13695	6	2003	Gable	Y	155000
9375	8	2002	Gable	Y	228500
7558	6	1928	Gable	Y	177000
11103	7	2006	Gable	Y	155835
6000	4	1920	Hip	Y	108500
20781	7	1968	Hip	Y	262500
15306	8	2006	Gable	Y	283463
16196	7	1998	Gable	Y	215000
5250	8	1872	Gable	N	122000
11643	5	1969	Gable	Y	200000
9247	6	1962	Gable	Y	171000
6000	6	1937	Gable	Y	134900
14720	8	1995	Hip	Y	410000
10316	7	2000	Gable	Y	235000
10192	7	1968	Gable	Y	170000
9477	5	1966	Gable	Y	110000
12537	5	1971	Gable	Y	149900
2117	6	2000	Gable	Y	177500
16737	9	2004	Hip	Y	315000
9842	5	1921	Gable	Y	189000
16158	7	2005	Hip	Y	260000
12513	4	1920	Gable	Y	104900
8499	6	2006	Gable	Y	156932
3180	7	2005	Gable	Y	144152
7500	7	2000	Gable	Y	216000
9179	7	1999	Gable	Y	193000
2665	5	1977	Gable	Y	127000
4435	6	2003	Gable	Y	144000
10635	8	2003	Hip	Y	232000
5400	4	1920	Gable	Y	105000
9600	6	1955	Hip	Y	165500
9750	7	1998	Gable	Y	274300
11400	10	2001	Hip	Y	466500
10625	7	2005	Gable	Y	250000
10991	8	2007	Gable	Y	239000
6292	6	1930	Gable	N	91000
10998	5	1941	Gable	Y	117000
1953	6	1973	Gable	Y	83000
9735	5	2006	Gable	Y	167500
8212	3	1914	Gable	N	58500
12925	6	1970	Gable	Y	237500
7200	7	1920	Hip	Y	157000
25339	5	1918	Gable	Y	112000
9060	6	1939	Gable	Y	105000
5436	4	1922	Gable	Y	125500
16692	7	1978	Gable	Y	250000
8520	6	1916	Gable	N	136000
14892	9	2006	Gable	Y	377500
6000	6	1941	Gable	Y	131000
9100	7	2000	Gable	Y	235000
8944	5	1967	Gable	Y	124000
7838	5	1967	Gable	Y	123000
10800	6	1905	Gable	N	163000
4045	7	2006	Hip	Y	246578
12665	8	2005	Hip	Y	281213
57200	5	1948	Gable	Y	160000
6120	5	1920	Gable	Y	137500
7200	5	1950	Gable	Y	138000
6171	6	1925	Gable	Y	137450
6000	6	1929	Gable	Y	120000
7415	6	2004	Gable	Y	193000
6762	7	2006	Gable	Y	193879
15256	8	2007	Gable	Y	282922
10410	3	1915	Gable	Y	105000
3842	8	2004	Hip	Y	275000
8445	5	1972	Gable	Y	133000
8780	5	1985	Gable	Y	112000
7740	4	1910	Gable	Y	125500
20544	7	1986	Gable	Y	215000
12420	7	2001	Gable	Y	230000
9600	6	1950	Gable	Y	140000
7200	4	1949	Gable	N	90000
10994	8	2005	Gable	Y	257000
13053	6	1923	Gambrel	Y	207000
3635	7	2007	Hip	Y	175900
11340	4	1885	Gable	Y	122500
16545	8	1998	Gable	Y	340000
9204	5	1963	Gable	Y	124000
16381	6	1969	Gable	Y	223000
11700	6	1968	Gable	Y	179900
4043	6	1977	Gable	Y	127500
4435	6	2003	Gable	Y	136500
19690	6	1966	Flat	Y	274970
9503	5	1958	Hip	Y	144000
10721	6	1959	Hip	Y	142000
10944	7	1994	Gable	Y	271000
10930	5	1945	Gable	Y	140000
7200	5	1940	Gable	Y	119000
12546	6	1981	Gable	Y	182900
21930	5	2005	Gable	Y	192140
4928	6	1976	Gable	Y	143750
10800	4	1927	Gable	Y	64500
10261	6	2000	Gable	Y	186500
17400	5	1977	Gable	Y	160000
8400	6	1962	Gable	Y	174000
9000	4	1971	Gable	Y	120500
12444	8	2008	Hip	Y	394617
7407	6	1957	Gable	Y	149700
11584	7	1979	Hip	Y	197000
11526	6	1922	Gable	Y	191000
4426	6	2004	Gable	Y	149300
11003	10	2008	Gable	Y	310000
8854	6	1916	Gable	N	121000
8500	7	2004	Gable	Y	179600
8400	6	1966	Gable	Y	129000
26142	5	1962	Gable	Y	157900
10000	8	1995	Gable	Y	240000
11767	4	1910	Gable	N	112000
1533	5	1970	Gable	Y	92000
9000	5	1974	Gable	Y	136000
9262	8	2008	Gable	Y	287090
3675	5	2005	Gable	Y	145000
17217	5	2006	Gable	Y	84500
7500	7	2004	Gable	Y	185000
7917	6	1999	Gable	Y	175000
13175	6	1978	Gable	Y	210000
9042	7	1941	Gable	Y	266500
9717	5	1950	Hip	Y	142125
9937	5	1965	Gable	Y	147500